ID	Name	Handedness	Height	Weight	Batting Average	Home Runs	Body Mass Index	NZ	Sqrt-HR	BMI-Type	R Handed	L Handed	B Handed	737	316	104	HR Norm	1/Weight
1096	Mike Shannon	R	75	195	0.26	68	24.37066667	1	8.246211251	"(23,25]"	1	0	0	68	0	0	92.26594301	0.737
1097	Jason Thompson	L	76	200	0.26	208	24.34210526	1	14.4222051	"(23,25]"	0	1	0	0	208	0	658.2278481	0.316
1098	Wayne Tolleson	B	69	160	0.24	9	23.6252888	1	3	"(23,25]"	0	0	1	0	0	9	86.53846154	0.104
1099	John Leister	R	74	200	0	0	25.67567568	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
1100	Don Cooper	R	73	185	0	0	24.40514168	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
1101	Mike Jorgensen	L	72	195	0.24	95	26.44386574	1	9.746794345	"(25,32]"	0	1	0	0	95	0	300.6329114	0.316
1102	Ed Romero	R	71	160	0.25	8	22.31303313	1	2.828427125	"(16,23]"	1	0	0	8	0	0	10.85481682	0.737
1103	Rick Joseph	R	73	192	0.24	13	25.32857947	1	3.605551275	"(25,32]"	1	0	0	13	0	0	17.63907734	0.737
1104	Cecil Cooper	L	74	165	0.3	241	21.18243243	1	15.5241747	"(16,23]"	0	1	0	0	241	0	762.6582278	0.316
1105	Bill Almon	R	75	180	0.25	36	22.496	1	6	"(16,23]"	1	0	0	36	0	0	48.84667571	0.737
1106	Joe Ferguson	R	74	200	0.24	122	25.67567568	1	11.04536102	"(25,32]"	1	0	0	122	0	0	165.5359566	0.737
1107	Jeff Jones	R	75	210	0	0	26.24533333	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
1108	Jerry Terrell	R	71	165	0.25	4	23.01031541	1	2	"(23,25]"	1	0	0	4	0	0	5.427408412	0.737
1109	John Poloni	L	77	210	0	0	24.89964581	0	0	"(23,25]"	0	1	0	0	0	0	0	0.316
1110	Dave Revering	L	76	210	0.27	62	25.55921053	1	7.874007874	"(25,32]"	0	1	0	0	62	0	196.2025316	0.316
1111	Curt Ford	L	70	150	0.25	7	21.52040816	1	2.645751311	"(16,23]"	0	1	0	0	7	0	22.15189873	0.316
1112	Jerry Dybzinski	R	74	180	0.23	3	23.10810811	1	1.732050808	"(23,25]"	1	0	0	3	0	0	4.070556309	0.737
1113	Mike Willis	L	74	205	0	0	26.31756757	0	0	"(25,32]"	0	1	0	0	0	0	0	0.316
1114	Bob Burda	L	71	174	0.22	13	24.26542353	1	3.605551275	"(23,25]"	0	1	0	0	13	0	41.13924051	0.316
1115	Jesse Gonder	L	70	180	0.25	26	25.8244898	1	5.099019514	"(25,32]"	0	1	0	0	26	0	82.27848101	0.316
1116	Gary Sutherland	R	72	185	0.24	24	25.08777006	1	4.898979486	"(25,32]"	1	0	0	24	0	0	32.56445047	0.737
1117	Bob Coluccio	R	71	183	0.22	26	25.52053164	1	5.099019514	"(25,32]"	1	0	0	26	0	0	35.27815468	0.737
1118	Dave Rader	L	71	165	0.26	30	23.01031541	1	5.477225575	"(23,25]"	0	1	0	0	30	0	94.93670886	0.316
1119	Ron Gardenhire	R	72	175	0.23	4	23.73167438	1	2	"(23,25]"	1	0	0	4	0	0	5.427408412	0.737
1120	Bill Sharp	L	70	178	0.26	9	25.53755102	1	3	"(25,32]"	0	1	0	0	9	0	28.48101266	0.316
1121	Alan Bannister	R	71	170	0.27	19	23.7075977	1	4.358898944	"(23,25]"	1	0	0	19	0	0	25.78018996	0.737
1122	Bob Watson	R	72	201	0.3	184	27.25752315	1	13.56465997	"(25,32]"	1	0	0	184	0	0	249.660787	0.737
1123	Ken Harrelson	R	74	190	0.24	131	24.39189189	1	11.44552314	"(23,25]"	1	0	0	131	0	0	177.7476255	0.737
1124	Bobby Wine	R	73	187	0.22	30	24.66898105	1	5.477225575	"(23,25]"	1	0	0	30	0	0	40.70556309	0.737
1125	Stefan Wever	R	80	245	0	0	26.91171875	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
1126	John Kennedy	R	72	185	0.23	32	25.08777006	1	5.656854249	"(25,32]"	1	0	0	32	0	0	43.4192673	0.737
1127	Chico Ruiz	B	72	169	0.24	2	22.91801698	1	1.414213562	"(16,23]"	0	0	1	0	0	2	19.23076923	0.104
1128	Dave Johnson	R	73	183	0	0	24.14130231	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
1129	Gail Hopkins	L	70	198	0.27	25	28.40693878	1	5	"(25,32]"	0	1	0	0	25	0	79.11392405	0.316
1130	Doug Frobel	L	76	196	0.2	20	23.85526316	1	4.472135955	"(23,25]"	0	1	0	0	20	0	63.29113924	0.316
1131	Luis Melendez	R	72	165	0.25	9	22.3755787	1	3	"(16,23]"	1	0	0	9	0	0	12.21166893	0.737
1132	Jerry Augustine	L	72	183	0	0	24.81655093	0	0	"(23,25]"	0	1	0	0	0	0	0	0.316
1133	Bill Plummer	R	73	190	0.19	14	25.0647401	1	3.741657387	"(25,32]"	1	0	0	14	0	0	18.99592944	0.737
1134	Buck Rodgers	B	74	190	0.23	31	24.39189189	1	5.567764363	"(23,25]"	0	0	1	0	0	31	298.0769231	0.104
1135	Phil Niekro	R	73	180	0.17	7	23.74554325	1	2.645751311	"(23,25]"	1	0	0	7	0	0	9.497964722	0.737
1136	Jeff Holly	L	77	210	0	0	24.89964581	0	0	"(23,25]"	0	1	0	0	0	0	0	0.316
1137	Tom Poquette	L	70	175	0.27	10	25.10714286	1	3.16227766	"(25,32]"	0	1	0	0	10	0	31.64556962	0.316
1138	Eric Hetzel	R	75	175	0	0	21.87111111	0	0	"(16,23]"	1	0	0	0	0	0	0	0.737
1139	Brian Asselstine	L	73	175	0.25	12	23.08594483	1	3.464101615	"(23,25]"	0	1	0	0	12	0	37.97468354	0.316
1140	Rick Miller	L	72	175	0.27	28	23.73167438	1	5.291502622	"(23,25]"	0	1	0	0	28	0	88.60759494	0.316
1141	Ed Charles	R	70	170	0.26	86	24.38979592	1	9.273618495	"(23,25]"	1	0	0	86	0	0	116.6892809	0.737
1142	Luis Gomez	R	69	150	0.21	0	22.14870825	1	0	"(16,23]"	1	0	0	0	0	0	0	0.737
1143	Dave Lemanczyk	R	76	235	0	0	28.60197368	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
1144	Al Jones	R	76	210	0	0	25.55921053	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
1145	Floyd Rayford	R	70	190	0.24	38	27.25918367	1	6.164414003	"(25,32]"	1	0	0	38	0	0	51.56037992	0.737
1146	Sam Hinds	R	78	215	0	0	24.8430309	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
1147	Tony Conigliaro	R	75	185	0.26	166	23.12088889	1	12.88409873	"(23,25]"	1	0	0	166	0	0	225.2374491	0.737
1148	Clay Christiansen	R	77	205	0	0	24.3067971	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
1149	Jim Barr	R	75	205	0.16	1	25.62044444	1	1	"(25,32]"	1	0	0	1	0	0	1.356852103	0.737
1150	Jerry Remy	L	69	165	0.28	7	24.36357908	1	2.645751311	"(23,25]"	0	1	0	0	7	0	22.15189873	0.316
1151	Larry Rothschild	L	74	180	0	0	23.10810811	0	0	"(23,25]"	0	1	0	0	0	0	0	0.316
1152	Frank Duffy	R	73	180	0.23	26	23.74554325	1	5.099019514	"(23,25]"	1	0	0	26	0	0	35.27815468	0.737
1153	Gary Lance	B	75	195	0	0	24.37066667	0	0	"(23,25]"	0	0	1	0	0	0	0	0.104
1154	Tom O'Malley	L	72	180	0.26	13	24.40972222	1	3.605551275	"(23,25]"	0	1	0	0	13	0	41.13924051	0.316
1155	Phil Garner	R	70	175	0.26	109	25.10714286	1	10.44030651	"(25,32]"	1	0	0	109	0	0	147.8968792	0.737
1156	Larry Pashnick	R	75	205	0	0	25.62044444	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
1157	Todd Fischer	R	70	170	0	0	24.38979592	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
																		
											737	316	104	31395	17743	3343		
